id,user_id,note_date,content,tags,created_at,updated_at
7a441cdc-cf56-465a-8eee-e15f7c569db0,c3c65b43-f17b-4fd0-b7e4-c22853c783d6,2025-11-25,"LC ID-  1000123043 , SBI Subhasgram fault docket assigned. Found OFC cut at a distance of 3 km from Kamalgazi.There are 5 cable cuts at that location, 2 48F and 3 24F OFCs.SBI ckt restored diverting it. LMG shifted from MNGPAN(5.7) to GPON OLT Port-1. For diversion of BTS:- Sonarpur(VLAN-1748/1948), Sonarpur Teghoria(1006/1506), Narendrapur Krishna(1741/1941), Narendrapur II(1740/1940), Hindustan More(1489/1889), Sonarpur Kurigachi(1737/1937), Mandalpara(1071/1571), Boral II(1768/1968), Baruipur Kalyanpur(1792/1992), Barendrapara(1102/1602) written on CPAN group. Harinavi team alongwith SLA vendor attended the ofc cut site to restore that.",,2025-11-19 00:00:00+00,2025-11-19 00:00:00+00
7c6d3149-6aac-403e-9525-362c8c61cfab,c3c65b43-f17b-4fd0-b7e4-c22853c783d6,2025-12-02,"<p>Boral RLU was completely out of order <strong>due to a power plant failure</strong> since yesterday (<strong>01-01-2025, 12:39</strong>). It was <strong>restored</strong> today at around 4:00 PM after <strong>replacing the existing unit with a spare power plant</strong> taken from another RLU.</p>",,2025-11-30 00:00:00+00,2025-11-30 00:00:00+00
7e802b17-40d5-403b-be3b-007798397ed6,ceedaef4-18d6-46c9-9602-ee32c4d83e80,2025-12-24,"<ol><li><p>4 OFC dockets found on transnet. On measurment from Harinavi, found OFC fault at a distance of 0.944 Km. Merged 4 system faults into 2 cable faults. SLA team along with one Tx member was on site.Tracking for one cable was successful but other one(24F) was not, informed to Suin sir. After some time it was successful. Initially, the agency denied any damage caused by them; however, after persistent persuasion, they cooperated in locating the fault. Since the road is narrow and highly congested, there were significant difficulties in carrying out the work. The cables were found beneath the water pipeline.</p></li><li><p>Measured newly rehab cable between Sonarpur-Awantipur. Found no length in F-1 &amp; F-2. Got length of 9.0 Km from Sonarpur on F-17.</p></li><li><p>Assisted Electrical SDE for measurements and survey of Transmission room for installation of split AC.</p></li></ol><p></p>",[],2025-12-24 07:59:44.313605+00,2025-12-24 07:59:44.313605+00
8ce50add-71dd-412a-adc8-652adf08dd51,ceedaef4-18d6-46c9-9602-ee32c4d83e80,2026-01-05,"<ol><li><p>Two dockets ( <strong>2850696</strong>, <strong>2850695</strong> ) was created by transnet For Rajpur Sarkarpara BTS. Fault were due to power issue, as no battery at the site due to <strong>multiple theft cases</strong>. Already one mail was sent to BTS mtce. Jadavpur on 20/12/2025 for which reply still awaited. Today also reminded for the same. Dockets were closed with proper remarks.</p></li><li><p>OFC reading taken for AP NAGAR-SONARPUR 24F (route lengths and route losses).</p></li><li><p>OFC reading taken for AP NAGAR-SITAKUNDU C2 24F (route lengths and route losses)</p></li><li><p>OFC reading taken for AP NAGAR-SITAKUNDU C1 24F (route lengths and route losses)</p></li><li><p>OFC reading taken for AP NAGAR-GHASIARA BTS 24F (route lengths and route losses)</p></li><li><p>OFC reading taken for AP NAGAR-SONARPUR BAZAR BTS 24F (route lengths and route losses)</p></li><li><p>OFC reading taken for AP NAGAR-ONGC 24F (route lengths and route losses)</p></li></ol><p></p>","[""transnet""]",2026-01-05 07:54:20.594757+00,2026-01-05 07:54:20.594757+00
911d504d-d5ed-45f2-a48e-55c270387efb,c7b63105-5d41-4975-881c-41017b34a221,2025-12-23,<ol><li><p>Measured optical fiber length and corresponding optical loss at Harinavi End of optical fiber Harinavi-sonarpur 48F. Also updated the data on online transmission app.</p></li><li><p>Measured optical fiber length of Hnv- Kmg 48F at Harinavi End and observed it is damaged at a distance of 650 m from harinavi by WBSEDCL .</p></li></ol><p></p>,[],2025-12-23 12:55:31.36676+00,2025-12-23 12:55:31.36676+00
9187acb1-d02d-40bd-8490-af4eb146fedb,c3c65b43-f17b-4fd0-b7e4-c22853c783d6,2025-12-22,<ol><li><p>Measured optical fiber length and corresponding optical loss at Harinavi End of two optical fiber Harinavi-subhasgram 48 F and Harinavi-subhasgram 24 F . Also updated the data on online transmission app.</p></li></ol><p></p>,[],2025-12-22 12:31:36.83833+00,2025-12-22 12:31:36.83833+00
99176c61-4020-4c1d-9899-ebe6343c99f0,c3c65b43-f17b-4fd0-b7e4-c22853c783d6,2025-12-27,"<ol><li><p>Checked CPAN EMS, Tejas systems, CMTS CTD website, Prabal Plus, and Transnet for any faults. No transmission faults were found, and no tickets have been assigned till now.</p></li><li><p>Prepared<strong> kml </strong>file for surveyed route of Kamalgazi-Harinavi-Gobindapur-Baruipur-Sasan via EM Bypass.</p></li></ol><p></p>",[],2025-12-27 05:17:33.583343+00,2025-12-27 05:17:33.583343+00
a0cdef50-58bf-42f6-b06e-1972fdb92a26,ceedaef4-18d6-46c9-9602-ee32c4d83e80,2025-12-26,<ol><li><p>OFC cut has been detected between A.P.Nagar and Ghashiara BTS 24F cable  due to rat bite near exchange side UG chamber.The fault has been atteanted by JE and JTO/TM/Harinavi. The Ofc is restored around 3:15pm</p></li><li><p>New OFC route servey has been done along E.M Bypass from Harinavi to Baruipur Sashan Road  by SDE/TM/Harinavi.</p></li><li><p>JE and JTO/TM/Harinavi with supervisor of M/S Raja construction proactively attented the spot near Chowhati more to prevent HNV-Boral OFC Damage during water pipeline work of Rajpur Sonarpur Municipality.</p></li></ol><p></p>,[],2025-12-26 11:55:41.895628+00,2025-12-26 11:55:41.895628+00
c8cf0631-038d-466a-aa62-4b75508c4a1a,c5be7947-069f-4171-b334-0b8e8322a530,2025-12-30,"<ol><li><p>Checked CPAN EMS, Tejas systems, CMTS CTD website, Prabal Plus, and Transnet for any faults. No transmission faults were found, and no tickets have been assigned till now.</p></li><li><p>Modified and sent e-file for DPR cables earthing.</p></li></ol><p></p>",[],2025-12-30 10:09:05.960289+00,2025-12-30 10:09:05.960289+00
ddf2ac57-dbd5-4d40-b7ef-8de6a9bd3125,c3c65b43-f17b-4fd0-b7e4-c22853c783d6,2025-12-17,<ol><li><p>Created planned route for Sonarpur Ghasiara BTS to JC near Sonarpur Bidyapith on Transnet and uploaded its corresponding kml.</p></li><li><p>Created planned route for Baruipur Rail crossing to JC near Padmapukur on Transnet and uploaded its corresponding kml.</p></li><li><p>Created planned route for Mission Telephone Exchange to JC near Narendrapur Krishna on transnet and uploaded its corresponding kml.</p></li><li><p>Uploaded photos and videos at 7 places(4 photos and 1 video at each place) for 1650m route of Sonarpur Ghasiara BTS to JC near Sonarpur Bidyapith on Transnet.</p></li></ol><p></p>,"[""transnet""]",2025-12-17 00:00:00+00,2025-12-17 00:00:00+00
dffc46f4-2b72-4283-8b6f-52428aa81b41,ceedaef4-18d6-46c9-9602-ee32c4d83e80,2025-12-29,"<ol><li><p>Checked CPAN EMS, Tejas systems, CMTS CTD website, Prabal Plus, and Transnet for any faults. No transmission faults were found, and no tickets have been assigned till now.</p></li><li><p>Prepared e-file data required for e-file movement of DPR cables earthing.</p></li><li><p>Measured optical fiber length and corresponding optical loss at Harinavi End of optical fiber HNV-RAJPUR SBI 48F.The Ofc is joined to Hnv-Mission 24F and Hnv-Kmg 48F  near Rajpur-Kalitala More (These 2 Ofc's are damaged by WBSEDCL ).  Also updated the data on online transmission app.</p></li></ol><p></p><p></p>",[],2025-12-29 05:30:32.719536+00,2025-12-29 05:30:32.719536+00
e4c3731c-b073-4fff-844e-414eda21c56c,c3c65b43-f17b-4fd0-b7e4-c22853c783d6,2025-12-31,"<ol><li><p>Checked CPAN EMS, Tejas Systems, CMTS CTD website, Prabal Plus, and Transnet for any faults. No transmission faults were found, and no tickets were assigned up to 11:00 AM.</p></li><li><p>A fault for LC ID: <strong>1000569673</strong> (Baruipur Police District) was reported. On analysis, it was found that the Bharat Fiber circuit was down due to a non-payment issue. The matter was informed to the concerned SDE.</p></li><li><p>A docket was raised for LC ID: <strong>1000122714</strong> (State Bank of India, Baruipur Bazar Branch), and the ticket was assigned in prabal plus to <strong>DE/TM/South-II</strong>. The site was attended by the SLA vendor along with one TM staff (Shri Tridib Das). It was observed that the fault was due to an OFC cut. A docket was created on Transnet, tracking was done, and after restoration, the docket was closed on Transnet.</p></li><li><p>Added Lokesh kalsar (+918927726344) as FRT member (ITI/BBNL) under DE/TM/South2 on Transnet.</p><p></p><p></p></li></ol><p></p>",[],2025-12-31 11:00:24.389374+00,2025-12-31 11:00:24.389374+00
f0a0a500-6162-4362-9748-2c41e5e6fc2b,c3c65b43-f17b-4fd0-b7e4-c22853c783d6,2025-12-18,"<ol><li><p>Checked CPAN EMS, Tejas systems, CMTS CTD website, Prabal Plus, and Transnet for any faults. No transmission faults were found, and no tickets have been assigned till now.</p></li><li><p>PP Ticket ID : PCKO251200088 assigned for high packet drop in ONGC Sonarpur(LC ID: <a target=""_blank"" rel=""noopener noreferrer nofollow"" class=""text-blue-500 hover:underline cursor-pointer ui teal image label large"" href=""http://www.lcprabal.bsnl.co.in/PrabalPlus/protected/pages/link/link_details.php?lcid=1000184559&amp;upd_sts=0""><strong>1000184559</strong></a> ) . Site attended and found Tejas Switch is malfunctioning. Requested CPAN NOC to shift and configure 1000184559_ONGC-SONARPUR_4050 from AP NAGAR B1(138.198), port-3.5 to port-4.4 (FE mode). Shifted ONGC Lead-in 24F OFC(F-5 &amp; F-6) from switch to CPAN port.</p></li><li><p>Shifted patchcords/pigtails i to make space for FDMS for Rehab cable(Sonarpur-Awantipur). <strong>In this process DL between Sonarpur(138.227/1.5) - FIEM(138.228/2.5) and Sonarpur(138.199/4.1) - Kamalgazi(29.196/5.1) failed for few minutes.</strong></p></li></ol><p></p>","[""optical power"",""ring status"",""leased"",""1000184559"",""ongc""]",2025-12-18 00:00:00+00,2025-12-18 00:00:00+00
fd087ba3-c402-4ea1-a356-e1c2932d9dea,c3c65b43-f17b-4fd0-b7e4-c22853c783d6,2025-12-15,"<ol><li><p>Noticed ticked assigned in prabal plus for LC ID-<a target=""_blank"" rel=""noopener noreferrer nofollow"" class=""text-blue-500 hover:underline cursor-pointer ui teal image label large"" href=""http://www.lcprabal.bsnl.co.in/PrabalPlus/protected/pages/link/link_details.php?lcid=1000560320&amp;upd_sts=0""><strong>1000560320, PNB KHEYADAH.</strong></a> Enquired through BBNL team and found GP up. So,<strong> fault is in between GP and Bank premises</strong>. <strong>Tried several times to book a cab</strong> but everyone cancelled and <strong>not ready to go to that remote site</strong>. At last <strong>attended site through SLA Vendor's vehicle</strong>. Found Rat bite issue there on patch chord. Ckt. restored after replacement of the Patch cord. Customer is requested to look into the matter as we are facing frequent rat bite issue in the premises to our pigtail/patch chord.</p></li><li><p>E-File received from regarding Administrative Approval for preparation of PE/WBS for OFC laying through O/H &amp; Lead/In for 1no. of site for Sr DCM, Sealdah Division, Eastern Railway at Station Manager, Sonarpur Railway Station, having File No: File No.:KOLTD-21/12(14)/12/2021-TI SOUTH TX KOL Comp. No.:42788 42788. Reply submitted and returned back the file.</p></li><li><p>Some data updation work for CPAN A1s done in ctdtrans portal.</p></li><li><p>Report regarding AC to DC converter for this unit is sent to DE/TM/South-II.</p></li></ol><p></p>","[""pnb"",""kheadah"",""leased"",""lc"",""1000560320"",""efile"",""ctdtrans""]",2025-12-16 00:00:00+00,2025-12-16 00:00:00+00
