id,advance_id,expense_date,category,vendor,invoice_no,amount,terminal_location,description,created_at,updated_at,spent_by_employee_id
47d049a8-3f0a-460a-86da-002854678c9f,ba7a4119-bfcf-4d67-80f9-0e79a5ff5380,2026-03-16,Point To Point,UBER,,74.31,JDP TM,,2026-03-17 04:23:03.658419+00,2026-03-17 04:23:03.658419+00,8a514d32-f409-4310-87f7-804296f6d313
4bc4e040-068a-4391-9166-a80b3adbb962,ba7a4119-bfcf-4d67-80f9-0e79a5ff5380,2026-03-24,Rental,OLA,CRN10616874733,924.00,HNV TM,,2026-03-25 05:02:31.454706+00,2026-03-25 05:02:31.454706+00,25dfc234-cde4-4d49-966a-c038106b375b
4cb656a3-95b4-42ba-8ce8-0f229604eac9,ba7a4119-bfcf-4d67-80f9-0e79a5ff5380,2026-03-17,Point To Point,UBER,,35.50,KGT TM,,2026-03-17 10:13:16.450388+00,2026-03-17 10:13:16.450388+00,d5a6ed66-8e55-494f-bac8-574803a6d39e
4cd8d6d4-49a0-4410-ba9e-6424b08513ab,ba7a4119-bfcf-4d67-80f9-0e79a5ff5380,2026-03-09,Point To Point,UBER,,241.55,RUSSA TM,,2026-03-10 08:20:18.510708+00,2026-03-10 08:38:18.094731+00,cb05b744-b559-461e-874f-7e3906f182cd
509e4509-aec4-4ed4-a04f-eaf45347b303,5b71ead2-2006-4d93-8e8a-330003583d10,2026-05-30,Rental,Ola,,406.00,HNV TM,,2026-05-30 07:44:04.747443+00,2026-05-30 07:44:04.747443+00,6e741c80-4fa4-4226-bccb-61a22ea65bef
52a0887b-5317-45df-b95b-795955794471,ba7a4119-bfcf-4d67-80f9-0e79a5ff5380,2026-03-18,Point To Point,UBER,,88.63,KGT TM,,2026-03-19 09:04:39.562371+00,2026-03-19 09:04:39.562371+00,ec6fedb0-b50c-41b4-b631-af7f0e8970c4
52a16971-d08a-4aa4-aca3-0daeeeaf2230,ba7a4119-bfcf-4d67-80f9-0e79a5ff5380,2026-03-12,Point To Point,UBER,,35.00,KGT TM,This Uber bike ride costing Rs 35 was utilised for submission of cab ride bills and solving AT Certificate issue at Russa Telephone exchange,2026-03-13 04:26:31.459923+00,2026-03-13 04:26:31.459923+00,d5a6ed66-8e55-494f-bac8-574803a6d39e
534af90d-5c24-42a7-8125-5b29e66082c9,ba7a4119-bfcf-4d67-80f9-0e79a5ff5380,2026-03-09,Point To Point,UBER,,131.44,KGT TM,This Uber ride costing Rs 131 was utilised for returning from SSKM 1,2026-03-10 08:24:22.399681+00,2026-03-10 08:24:22.399681+00,d5a6ed66-8e55-494f-bac8-574803a6d39e
55387452-0d58-45b1-b4a4-dc1d5e22f666,ba7a4119-bfcf-4d67-80f9-0e79a5ff5380,2026-03-18,Point To Point,UBER,,219.43,RUSSA TM,,2026-03-19 04:43:41.083497+00,2026-03-19 04:43:41.083497+00,cb05b744-b559-461e-874f-7e3906f182cd
555aa0eb-825c-4f8a-90c4-eff6a268b260,ba7a4119-bfcf-4d67-80f9-0e79a5ff5380,2026-03-16,Point To Point,UBER,,101.61,JDP TM,,2026-03-17 04:22:19.120223+00,2026-03-17 04:22:19.120223+00,8a514d32-f409-4310-87f7-804296f6d313
5ee662fb-58dd-49da-b342-1507fdac193f,ba7a4119-bfcf-4d67-80f9-0e79a5ff5380,2026-03-26,Point To Point,UBER,,170.91,RUSSA TM,,2026-03-26 12:18:02.773492+00,2026-03-26 12:18:02.773492+00,cb05b744-b559-461e-874f-7e3906f182cd
5f4f696a-fea5-4cb5-a55c-c65ff0cd44a4,391f2fad-c233-444f-ab05-4f51eef7ec33,2026-01-29,Rental,OLA,CRN10409315155,745.00,HNV TM,For FCN Communications 3rd party OLT shifting from AP Nagar to Sonarpur B1,2026-01-29 15:27:22.630927+00,2026-02-20 10:26:41.137992+00,6e741c80-4fa4-4226-bccb-61a22ea65bef
65c7ac00-d988-48a8-a9fe-b9faa6b14c56,ba7a4119-bfcf-4d67-80f9-0e79a5ff5380,2026-03-14,Rental,OLA,CRN10578253705,745.00,HNV TM,,2026-03-14 09:42:38.729437+00,2026-03-18 10:26:16.710595+00,25dfc234-cde4-4d49-966a-c038106b375b
68c76b59-3d83-4dc7-88b4-91993484f7fe,ba7a4119-bfcf-4d67-80f9-0e79a5ff5380,2026-03-12,Point To Point,UBER,,162.65,RUSSA TM,,2026-03-13 12:30:49.780367+00,2026-03-13 12:30:49.780367+00,1afa34bf-fdbc-413a-bb1f-81cbb33e2b14
6b30f7de-a73d-4e39-b7f4-fc3bf9369993,5b71ead2-2006-4d93-8e8a-330003583d10,2026-05-23,Point To Point,"Indrive ",,176.00,HNV TM,,2026-05-23 11:11:16.039784+00,2026-05-23 11:11:16.039784+00,6e741c80-4fa4-4226-bccb-61a22ea65bef
6ea440b5-6966-4a00-b165-411d77279845,ba7a4119-bfcf-4d67-80f9-0e79a5ff5380,2026-03-25,Point To Point,UBER,,239.34,HNV TM,,2026-03-25 10:50:37.959035+00,2026-03-25 10:50:37.959035+00,6e741c80-4fa4-4226-bccb-61a22ea65bef
6f633dd0-8876-4149-b242-fe87b3c3f4c0,ba7a4119-bfcf-4d67-80f9-0e79a5ff5380,2026-03-26,Point To Point,,,84.99,JDP TM,,2026-03-26 12:19:34.822228+00,2026-03-26 12:19:34.822228+00,5d2fa701-6000-4743-8d5b-b7e14f97ccd7
702937bf-ad80-4df7-b4cd-b633894e14b4,ba7a4119-bfcf-4d67-80f9-0e79a5ff5380,2026-03-09,Point To Point,UBER,,104.22,JDP TM,,2026-03-10 11:30:40.122097+00,2026-03-28 10:13:34.550716+00,5d2fa701-6000-4743-8d5b-b7e14f97ccd7
705505f7-658c-4a6b-958e-d93f00aa6359,5b71ead2-2006-4d93-8e8a-330003583d10,2026-05-20,Point To Point,"Uber ",,279.00,HNV TM,,2026-05-20 12:50:02.604374+00,2026-05-20 12:50:02.604374+00,25dfc234-cde4-4d49-966a-c038106b375b
71e5d38b-4a57-4784-9b86-0c9ec98425ae,391f2fad-c233-444f-ab05-4f51eef7ec33,2026-02-20,Point To Point,"Uber ",,221.00,HNV TM,"Hnv to gdp rsu ",2026-02-20 10:23:47.566774+00,2026-02-20 10:23:47.566774+00,6e741c80-4fa4-4226-bccb-61a22ea65bef
752b19b9-d088-41bc-b904-120f0ebae3df,ba7a4119-bfcf-4d67-80f9-0e79a5ff5380,2026-03-26,Point To Point,UBER,,166.32,RUSSA TM,,2026-03-26 12:18:34.980042+00,2026-03-26 12:18:34.980042+00,cb05b744-b559-461e-874f-7e3906f182cd
77048b33-76a6-47c9-a003-3f0c8b38e4a4,ba7a4119-bfcf-4d67-80f9-0e79a5ff5380,2026-03-19,Point To Point,UBER,,107.75,JDP TM,,2026-03-19 11:11:06.208574+00,2026-03-19 11:11:06.208574+00,8a514d32-f409-4310-87f7-804296f6d313
7a1b1d52-5c12-4074-9501-1e56808ad99f,ba7a4119-bfcf-4d67-80f9-0e79a5ff5380,2026-03-10,Point To Point,inDrive,IN19-g3ACIJ-3MYO,150.00,HNV TM,,2026-03-11 06:31:49.483548+00,2026-03-11 06:31:49.483548+00,25dfc234-cde4-4d49-966a-c038106b375b
7dc43845-746c-4f9f-affc-0bac0432fc16,ba7a4119-bfcf-4d67-80f9-0e79a5ff5380,2026-03-10,Point To Point,UBER,,191.64,RUSSA TM,,2026-03-10 08:41:59.962497+00,2026-03-10 08:41:59.962497+00,cb05b744-b559-461e-874f-7e3906f182cd
819c15c8-e081-424a-ba78-c8fd86a20e17,ba7a4119-bfcf-4d67-80f9-0e79a5ff5380,2026-03-18,Point To Point,UBER,,165.75,RUSSA TM,,2026-03-19 04:44:25.722423+00,2026-03-19 04:44:25.722423+00,cb05b744-b559-461e-874f-7e3906f182cd
828988bf-869d-4fb9-8f70-86ace153c7db,391f2fad-c233-444f-ab05-4f51eef7ec33,2026-03-05,Point To Point,INDRIVE," IN19-g357s5-52wo",350.00,HNV TM,Harinavi to Russa,2026-03-05 09:15:49.546541+00,2026-03-05 09:15:49.546541+00,436e1759-9f21-4071-a391-bea46f81b60a
861c56ca-834c-4568-8590-582843a16e72,ba7a4119-bfcf-4d67-80f9-0e79a5ff5380,2026-03-23,Point To Point,UBER,,93.03,RUSSA TM,,2026-03-25 06:57:08.429686+00,2026-03-25 06:57:08.429686+00,1afa34bf-fdbc-413a-bb1f-81cbb33e2b14
86f19b22-d3e7-4b68-9db0-c70e587574fa,ba7a4119-bfcf-4d67-80f9-0e79a5ff5380,2026-03-08,Point To Point,UBER,,274.79,JDP TM,,2026-03-10 07:52:40.034272+00,2026-03-10 07:52:40.034272+00,6b8dc11f-59d3-4220-8f97-a6b8e2f7210c
874c863f-50c8-41a2-9b6d-f6eb3c6da466,ba7a4119-bfcf-4d67-80f9-0e79a5ff5380,2026-03-12,Point To Point,UBER,,120.23,RUSSA TM,,2026-03-13 12:30:13.149147+00,2026-03-13 12:30:13.149147+00,1afa34bf-fdbc-413a-bb1f-81cbb33e2b14
88d8bd81-2688-48bc-ab52-209165ae2625,ba7a4119-bfcf-4d67-80f9-0e79a5ff5380,2026-03-12,Point To Point,UBER,,95.89,KGT TM,This Uber ride costing Rs 96was utilised on 12.03.26 for returning from Ballygunge Place,2026-03-13 04:25:28.48971+00,2026-03-13 04:25:28.48971+00,d5a6ed66-8e55-494f-bac8-574803a6d39e
893d506c-3579-4c2b-9962-95793098970e,ba7a4119-bfcf-4d67-80f9-0e79a5ff5380,2026-03-26,Rental,OLA,,745.00,HNV TM,,2026-03-26 12:17:12.022147+00,2026-03-26 12:17:12.022147+00,6e741c80-4fa4-4226-bccb-61a22ea65bef
92912213-fcb7-45cd-b760-3b47074c8a38,ba7a4119-bfcf-4d67-80f9-0e79a5ff5380,2026-03-12,Point To Point,UBER,,35.00,KGT TM,This Uber bike ride costing Rs 35 was utilised for transportation from Russa telephone exchange to Jatin Das park metro station on way to collect New Desktop PC for Kalighat TM,2026-03-13 04:27:22.558897+00,2026-03-13 04:27:22.558897+00,d5a6ed66-8e55-494f-bac8-574803a6d39e
935a1ddb-0640-40f6-ba30-353bd9a2b22b,391f2fad-c233-444f-ab05-4f51eef7ec33,2026-02-24,Rental,Ola,CRN10512861171,924.00,HNV TM,,2026-02-24 08:50:25.605155+00,2026-02-24 10:09:02.465426+00,25dfc234-cde4-4d49-966a-c038106b375b
99aed6da-2b0a-4c8c-9e2b-cc6a4aa859e3,391f2fad-c233-444f-ab05-4f51eef7ec33,2026-03-05,Point To Point,"INDRIVE ",IN19-g35Bfk-fcS0,368.00,HNV TM,,2026-03-05 12:35:51.404844+00,2026-03-05 12:35:51.404844+00,436e1759-9f21-4071-a391-bea46f81b60a
9d3ab634-4c44-47bd-a934-a125b082f0b2,ba7a4119-bfcf-4d67-80f9-0e79a5ff5380,2026-03-13,Point To Point,RAPIDO,2526WB0041293051,41.00,JDP TM,,2026-03-12 22:55:58.165093+00,2026-03-12 22:55:58.165093+00,5d2fa701-6000-4743-8d5b-b7e14f97ccd7
a1bc8f1a-119d-4a1c-b7f5-9c1804b6b928,ba7a4119-bfcf-4d67-80f9-0e79a5ff5380,2026-03-18,Point To Point,UBER,,352.82,KGT TM,,2026-03-18 09:20:38.65453+00,2026-03-23 10:11:24.965629+00,d5a6ed66-8e55-494f-bac8-574803a6d39e
a30ae686-56c3-475c-80fa-74c838ea1675,ba7a4119-bfcf-4d67-80f9-0e79a5ff5380,2026-03-10,Point To Point,OLA,CRN10562909019,156.00,HNV TM,,2026-03-10 09:23:43.604597+00,2026-03-10 09:23:43.604597+00,25dfc234-cde4-4d49-966a-c038106b375b
a4ddee37-3581-4ed3-a592-8ce1538deeb1,391f2fad-c233-444f-ab05-4f51eef7ec33,2026-02-05,Point To Point,Uber,,232.00,HNV TM,Boral,2026-02-05 11:21:43.566085+00,2026-02-05 11:21:43.566085+00,6e741c80-4fa4-4226-bccb-61a22ea65bef
a63be26e-0d5b-470e-b565-113e8d0359fc,391f2fad-c233-444f-ab05-4f51eef7ec33,2026-02-05,Point To Point,Uber,,328.00,HNV TM,Boral,2026-02-05 05:56:20.487181+00,2026-02-05 05:56:55.832557+00,436e1759-9f21-4071-a391-bea46f81b60a
a6eabdaa-00ec-4d23-826a-79a011d172e0,ba7a4119-bfcf-4d67-80f9-0e79a5ff5380,2026-03-26,Point To Point,UBER,,89.29,JDP TM,,2026-03-26 12:19:09.455874+00,2026-03-26 12:19:09.455874+00,5d2fa701-6000-4743-8d5b-b7e14f97ccd7
a80f164a-f2ce-429a-b6e0-372f40f3f55d,ba7a4119-bfcf-4d67-80f9-0e79a5ff5380,2026-03-18,Point To Point,UBER,,306.07,KGT TM,,2026-03-18 09:22:54.874805+00,2026-03-18 09:22:54.874805+00,d5a6ed66-8e55-494f-bac8-574803a6d39e
b138c7fa-380f-45b4-b117-f734f97acafd,ba7a4119-bfcf-4d67-80f9-0e79a5ff5380,2026-03-09,Point To Point,UBER,,192.13,RUSSA TM,,2026-03-10 08:19:13.939398+00,2026-03-10 08:38:02.311655+00,cb05b744-b559-461e-874f-7e3906f182cd
b3830339-f546-48ea-a4ea-056a37733c0a,ba7a4119-bfcf-4d67-80f9-0e79a5ff5380,2026-03-07,Point To Point,UBER,,124.80,RUSSA TM,,2026-03-11 12:44:42.431156+00,2026-03-11 12:44:42.431156+00,1afa34bf-fdbc-413a-bb1f-81cbb33e2b14
b41b552e-f8b6-47a5-bbef-861d6d395d62,ba7a4119-bfcf-4d67-80f9-0e79a5ff5380,2026-03-13,Point To Point,UBER,,265.06,JDP TM,,2026-03-13 04:49:52.89535+00,2026-03-13 04:49:52.89535+00,5d2fa701-6000-4743-8d5b-b7e14f97ccd7
baadd366-7f6a-4365-8ff7-e19c5e285b3d,391f2fad-c233-444f-ab05-4f51eef7ec33,2026-02-25,Rental,OLA,CRN10516497717,924.00,HNV TM,For Baruipur Tx works.,2026-02-25 11:05:21.645868+00,2026-02-25 11:05:47.468218+00,6e741c80-4fa4-4226-bccb-61a22ea65bef
bd487c9c-975b-4575-8c52-f8731cf7b086,5b71ead2-2006-4d93-8e8a-330003583d10,2026-05-20,Point To Point,Indrive,,195.00,HNV TM,,2026-05-20 12:50:47.442777+00,2026-05-20 12:52:22.635313+00,25dfc234-cde4-4d49-966a-c038106b375b
bd83271b-90f7-4094-882b-4f394e38e003,ba7a4119-bfcf-4d67-80f9-0e79a5ff5380,2026-03-18,Point To Point,UBER,,86.82,KGT TM,,2026-03-19 09:05:23.44908+00,2026-03-19 09:05:48.517406+00,ec6fedb0-b50c-41b4-b631-af7f0e8970c4
c3c56aa5-59ce-4f23-8920-464463cc365e,5b71ead2-2006-4d93-8e8a-330003583d10,2026-05-13,Point To Point,Uber,,162.00,HNV TM,,2026-05-18 09:35:10.711281+00,2026-05-18 09:35:10.711281+00,6e741c80-4fa4-4226-bccb-61a22ea65bef
c484c652-0986-4874-b4e9-245ace875983,ba7a4119-bfcf-4d67-80f9-0e79a5ff5380,2026-03-26,Rental,,,762.00,HNV TM,,2026-03-26 12:20:01.644685+00,2026-03-26 12:20:01.644685+00,25dfc234-cde4-4d49-966a-c038106b375b
c579b5dd-eaf6-4d06-be0e-05dd21b7d0cf,391f2fad-c233-444f-ab05-4f51eef7ec33,2026-02-20,Point To Point,"Uber ",,158.00,HNV TM,Gdp to hnv,2026-02-20 10:24:24.190149+00,2026-02-20 10:24:24.190149+00,6e741c80-4fa4-4226-bccb-61a22ea65bef
cb5ff011-a901-4bd2-86e1-742e83b2b206,391f2fad-c233-444f-ab05-4f51eef7ec33,2026-02-05,Point To Point,INDRIVE,"IN19-g259fd-sw2z ",210.00,HNV TM,"Baruipur to Harinavi ",2026-02-05 11:18:53.845381+00,2026-02-05 11:18:53.845381+00,25dfc234-cde4-4d49-966a-c038106b375b
cf156f58-61d0-490f-a9ee-38c0f8d7a153,ba7a4119-bfcf-4d67-80f9-0e79a5ff5380,2026-03-13,Point To Point,UBER,,187.70,HNV TM,,2026-03-13 12:32:20.880874+00,2026-03-13 12:32:20.880874+00,436e1759-9f21-4071-a391-bea46f81b60a
d07fb081-903d-4437-83f9-cc7bdadcbfaa,ba7a4119-bfcf-4d67-80f9-0e79a5ff5380,2026-03-18,Point To Point,UBER,,257.59,JDP TM,,2026-03-19 04:45:16.77723+00,2026-03-19 04:45:16.77723+00,5d2fa701-6000-4743-8d5b-b7e14f97ccd7
d1785545-368e-49d1-b49f-3f4b429cdfa4,ba7a4119-bfcf-4d67-80f9-0e79a5ff5380,2026-03-13,Point To Point,RAPIDO,2526WB0041291610,41.00,JDP TM,,2026-03-12 22:54:35.728571+00,2026-03-12 22:55:22.40904+00,5d2fa701-6000-4743-8d5b-b7e14f97ccd7
d36661ea-76e0-447a-8f54-71355ad9b1eb,ba7a4119-bfcf-4d67-80f9-0e79a5ff5380,2026-03-09,Point To Point,UBER,,126.53,KGT TM,This Uber ride of Rs 127 was utilised for attending BBU Link fail between SSKM 1 and SSKM 2 on 09.03.2026,2026-03-10 08:22:49.957715+00,2026-03-10 08:25:02.70442+00,d5a6ed66-8e55-494f-bac8-574803a6d39e
d7a3a40a-64c3-4dc4-a568-21df9a8b8741,ba7a4119-bfcf-4d67-80f9-0e79a5ff5380,2026-03-09,Point To Point,UBER,,142.50,JDP TM,,2026-03-10 07:54:22.646602+00,2026-03-10 07:54:22.646602+00,6b8dc11f-59d3-4220-8f97-a6b8e2f7210c
d7e41051-c02c-41ba-8361-db35db56db00,ba7a4119-bfcf-4d67-80f9-0e79a5ff5380,2026-03-24,Rental,OLA,CRN10617665821,924.00,HNV TM,,2026-03-25 05:03:22.672238+00,2026-03-25 05:03:22.672238+00,25dfc234-cde4-4d49-966a-c038106b375b
d977599d-e2c4-4d77-bb87-2dcda4248881,ba7a4119-bfcf-4d67-80f9-0e79a5ff5380,2026-03-12,Point To Point,UBER,,277.23,KGT TM,This Uber ride of Rs 277 was utilised for returning from Territibazar Telephone kendra with new Desktop PC,2026-03-13 04:28:12.72095+00,2026-03-13 04:28:12.72095+00,d5a6ed66-8e55-494f-bac8-574803a6d39e
e20df586-bfd1-4dae-8fc8-3645aed36d5f,ba7a4119-bfcf-4d67-80f9-0e79a5ff5380,2026-03-17,Rental,OLA,CRN10590041691,924.00,HNV TM,,2026-03-17 12:52:51.570606+00,2026-03-18 10:25:58.266598+00,6e741c80-4fa4-4226-bccb-61a22ea65bef
e48e0acf-fb43-4f7a-9173-bfddd59f53a4,ba7a4119-bfcf-4d67-80f9-0e79a5ff5380,2026-03-10,Point To Point,UBER,,57.82,RUSSA TM,,2026-03-10 08:41:21.529494+00,2026-03-10 08:41:21.529494+00,cb05b744-b559-461e-874f-7e3906f182cd
e72a1f52-abd7-4886-ada0-d8946a5bb54b,ba7a4119-bfcf-4d67-80f9-0e79a5ff5380,2026-03-19,Point To Point,UBER,,114.06,JDP TM,,2026-03-19 11:11:43.981519+00,2026-03-19 11:11:43.981519+00,8a514d32-f409-4310-87f7-804296f6d313
e84aae06-e9a0-443d-9253-10fa62fc6486,9e0d25f5-b093-4ea3-a16e-be2375a51d8f,2026-06-15,Rental,Ola,,967.00,HNV TM,,2026-06-15 09:18:56.782719+00,2026-06-15 09:20:03.021788+00,6e741c80-4fa4-4226-bccb-61a22ea65bef
ee36712d-87a6-409d-8af1-08f80b78aec3,5b71ead2-2006-4d93-8e8a-330003583d10,2026-06-03,Rental,Ola,,1113.00,HNV TM,,2026-06-03 09:13:28.547488+00,2026-06-03 09:13:28.547488+00,6e741c80-4fa4-4226-bccb-61a22ea65bef
